Sector,Growth Rate,YearQuarter,Value
"Transport, Storage & Communication",LOW,2018-Q1,17377.0
"Transport, Storage & Communication",MEDIUM,2018-Q1,17377.0
"Transport, Storage & Communication",HIGH,2018-Q1,17377.0
Real Estate,LOW,2018-Q1,24748.0
Real Estate,MEDIUM,2018-Q1,24748.0
Real Estate,HIGH,2018-Q1,24748.0
"Finance, Insurance and Business services",LOW,2018-Q1,19937.0
"Finance, Insurance and Business services",MEDIUM,2018-Q1,19937.0
"Finance, Insurance and Business services",HIGH,2018-Q1,19937.0
"Community, Social & Personal Services",LOW,2018-Q1,12821.0
"Community, Social & Personal Services",MEDIUM,2018-Q1,12821.0
"Community, Social & Personal Services",HIGH,2018-Q1,12821.0
Government Activities,LOW,2018-Q1,61771.0
Government Activities,MEDIUM,2018-Q1,61771.0
Government Activities,HIGH,2018-Q1,61771.0
Riyadh GDP,LOW,2018-Q1,237917.0
Riyadh GDP,MEDIUM,2018-Q1,237917.0
Riyadh GDP,HIGH,2018-Q1,237917.0
Saudi Arabia GDP,LOW,2018-Q1,787071.0
Saudi Arabia GDP,MEDIUM,2018-Q1,787071.0
Saudi Arabia GDP,HIGH,2018-Q1,787071.0
"Agriculture, Forestry & Fishing",LOW,2018-Q2,8495.0
"Agriculture, Forestry & Fishing",MEDIUM,2018-Q2,8495.0
"Agriculture, Forestry & Fishing",HIGH,2018-Q2,8495.0
Mining & Quarrying,LOW,2018-Q2,11317.0
Mining & Quarrying,MEDIUM,2018-Q2,11317.0
Mining & Quarrying,HIGH,2018-Q2,11317.0
Manufacturing,LOW,2018-Q2,33764.0
Manufacturing,MEDIUM,2018-Q2,33764.0
Manufacturing,HIGH,2018-Q2,33764.0
"Electricity, Gas and Water",LOW,2018-Q2,5341.0
"Electricity, Gas and Water",MEDIUM,2018-Q2,5341.0
"Electricity, Gas and Water",HIGH,2018-Q2,5341.0
Construction,LOW,2018-Q2,10968.0
Construction,MEDIUM,2018-Q2,10968.0
Construction,HIGH,2018-Q2,10968.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2018-Q2,28790.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2018-Q2,28790.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2018-Q2,28790.0
"Transport, Storage & Communication",LOW,2018-Q2,17597.0
"Transport, Storage & Communication",MEDIUM,2018-Q2,17597.0
"Transport, Storage & Communication",HIGH,2018-Q2,17597.0
Real Estate,LOW,2018-Q2,25244.0
Real Estate,MEDIUM,2018-Q2,25244.0
Real Estate,HIGH,2018-Q2,25244.0
"Finance, Insurance and Business services",LOW,2018-Q2,20371.0
"Finance, Insurance and Business services",MEDIUM,2018-Q2,20371.0
"Finance, Insurance and Business services",HIGH,2018-Q2,20371.0
"Community, Social & Personal Services",LOW,2018-Q2,13277.0
"Community, Social & Personal Services",MEDIUM,2018-Q2,13277.0
"Community, Social & Personal Services",HIGH,2018-Q2,13277.0
Government Activities,LOW,2018-Q2,64572.0
Government Activities,MEDIUM,2018-Q2,64572.0
Government Activities,HIGH,2018-Q2,64572.0
Riyadh GDP,LOW,2018-Q2,243167.0
Riyadh GDP,MEDIUM,2018-Q2,243167.0
Riyadh GDP,HIGH,2018-Q2,243167.0
Saudi Arabia GDP,LOW,2018-Q2,787886.0
Saudi Arabia GDP,MEDIUM,2018-Q2,787886.0
